book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4085,32430,32430,260358,79,425195481,9.78042519548e+12,Dean Koontz,1989.0,The Bad Place,The Bad Place,en-US,3.86,26848,28135,571,419,1576,7704,10137,8299,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4086,17204568,17204568,21490715,27,,,Tracy Brogan,2012.0,Crazy Little Thing,"Crazy Little Thing (Bell Harbor, #1)",en-US,3.8,23854,24394,1875,556,1581,6545,9181,6531,https://images.gr-assets.com/books/1361951139m/17204568.jpg,https://images.gr-assets.com/books/1361951139s/17204568.jpg
4087,187812,187812,3186888,42,60755865,9.78006075587e+12,Meg Cabot,2005.0,Avalon High,Avalon High,,3.8,37402,39658,2063,773,3194,10929,12930,11832,https://images.gr-assets.com/books/1172542154m/187812.jpg,https://images.gr-assets.com/books/1172542154s/187812.jpg
4088,3609763,3609763,3652514,35,316043125,9.78031604312e+12,Stephenie Meyer,2011.0,The Twilight Saga: The Official Guide,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",en-US,4.23,24065,25092,851,631,1246,4040,5055,14120,https://images.gr-assets.com/books/1344265906m/3609763.jpg,https://images.gr-assets.com/books/1344265906s/3609763.jpg
4089,297135,297135,1563523,57,345483448,9.78034548345e+12,Kristin Hannah,2001.0,Summer Island,Summer Island,,3.97,22598,25494,1215,199,958,6037,10390,7910,https://images.gr-assets.com/books/1320540976m/297135.jpg,https://images.gr-assets.com/books/1320540976s/297135.jpg
4090,64023,64023,1286037,53,60628391,9.78006062839e+12,Richard J. Foster,1978.0,Celebration of Discipline: The Path to Spiritual Growth,Celebration of Discipline: The Path to Spiritual Growth,en-US,4.18,23026,24048,696,488,886,3673,7807,11194,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4091,517188,517188,6132856,103,60931736,9.78006093174e+12,Muriel Spark,1961.0,The Prime of Miss Jean Brodie ,The Prime of Miss Jean Brodie,eng,3.76,26538,31014,1752,638,2371,8614,11577,7814,https://images.gr-assets.com/books/1379598918m/517188.jpg,https://images.gr-assets.com/books/1379598918s/517188.jpg
4092,138202,138202,2975988,19,609807900,9.7806098079e+12,Megan McCafferty,2001.0,"Sloppy Firsts (Jessica Darling, #1)","Sloppy Firsts (Jessica Darling, #1)",eng,3.94,31757,32540,1822,881,1978,6964,11000,11717,https://images.gr-assets.com/books/1320531275m/138202.jpg,https://images.gr-assets.com/books/1320531275s/138202.jpg
4093,13477676,13477676,19008613,37,316221333,9.78031622134e+12,Matthew Quick,2013.0,"Forgive Me, Leonard Peacock","Forgive Me, Leonard Peacock",eng,3.93,27647,31077,4658,627,1848,6689,11947,9966,https://images.gr-assets.com/books/1370282544m/13477676.jpg,https://images.gr-assets.com/books/1370282544s/13477676.jpg
4094,39963,39963,1207111,31,142401102,9.7801424011e+12,Richard Peck,1998.0,A Long Way From Chicago,"A Long Way from Chicago (A Long Way from Chicago, #1)",eng,3.92,27642,28541,2041,834,1790,6251,9708,9958,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4095,5575,5575,3035972,68,446609404,9.7804466094e+12,James Patterson,1980.0,Virgin,Cradle and All,eng,3.87,25426,27288,835,598,1605,7040,9474,8571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4096,514313,514313,502278,47,743225708,9.7807432257e+12,Ben Mezrich,2002.0,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,,3.87,16455,19852,1739,158,885,5199,8785,4825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4097,18465566,18465566,26123543,17,1626720940,9.78162672095e+12,"Mariko Tamaki, Jillian Tamaki",2014.0,This One Summer,This One Summer,eng,3.67,29592,31965,3529,1588,2775,8554,10589,8459,https://images.gr-assets.com/books/1456895195m/18465566.jpg,https://images.gr-assets.com/books/1456895195s/18465566.jpg
4098,13184572,13184572,18365161,25,,,Jennifer Weiner,2012.0,The Next Best Thing,The Next Best Thing,,3.46,24098,25699,2539,787,3151,9341,8263,4157,https://images.gr-assets.com/books/1334300363m/13184572.jpg,https://images.gr-assets.com/books/1334300363s/13184572.jpg
4099,1883838,1883838,421308,20,1847371663,9.78184737167e+12,Nikki Sixx,2005.0,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,en-GB,4.12,20531,22627,1551,457,1176,3922,6779,10293,https://images.gr-assets.com/books/1408936840m/1883838.jpg,https://images.gr-assets.com/books/1408936840s/1883838.jpg
4100,4957350,4957350,5023150,53,1934137197,9.78193413719e+12,Paul Harding,2008.0,Tinkers,Tinkers,eng,3.37,21665,25135,4305,1520,3882,7998,7217,4518,https://images.gr-assets.com/books/1364258693m/4957350.jpg,https://images.gr-assets.com/books/1364258693s/4957350.jpg
4101,15568,15568,34897,48,1857233808,9.7818572338e+12,Terry Brooks,1991.0,The Druid of Shannara,"The Druid of Shannara (Heritage of Shannara, #2)",eng,4.0,24815,26635,216,236,1055,6146,10154,9044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4102,22843341,22843341,42401641,21,1502446936,9.78150244693e+12,Penelope Ward,2014.0,Stepbrother Dearest,Stepbrother Dearest,eng,4.14,34347,42254,4577,798,1895,6585,14093,18883,https://images.gr-assets.com/books/1407407844m/22843341.jpg,https://images.gr-assets.com/books/1407407844s/22843341.jpg
4103,14376,14376,1820798,73,140007780X,9.78140007781e+12,Alan Lightman,1992.0,Einstein's Dreams,Einstein's Dreams,eng,4.08,21241,24322,2520,359,1254,4438,8278,9993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4104,5695,5695,1487216,455,679734511,9.78067973451e+12,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872.0,Бесы,Demons,eng,4.26,20615,25745,956,281,798,3684,8291,12691,https://images.gr-assets.com/books/1386958613m/5695.jpg,https://images.gr-assets.com/books/1386958613s/5695.jpg
4105,84144,84144,81234,35,749935871,9.78074993587e+12,Sherrilyn Kenyon,2004.0,Seize the Night,Seize the Night (Dark-Hunter #6),eng,4.36,29053,39269,1209,148,594,4920,13034,20573,https://images.gr-assets.com/books/1348418164m/84144.jpg,https://images.gr-assets.com/books/1348418164s/84144.jpg
4106,49455,49455,50717723,691,067973452X,9.78067973453e+12,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",1864.0,,Notes from Underground,eng,4.15,15297,33812,2285,426,1244,5567,12166,14409,https://images.gr-assets.com/books/1327909683m/49455.jpg,https://images.gr-assets.com/books/1327909683s/49455.jpg
4107,8346300,8346300,13197781,1,1608870081,9.78160887008e+12,"Andrew Williamson, Andrew Williamson",2010.0,,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,,4.55,22847,22846,37,508,427,1762,3509,16640,https://images.gr-assets.com/books/1328739344m/8346300.jpg,https://images.gr-assets.com/books/1328739344s/8346300.jpg
4108,85987,85987,3311687,93,60898488,9.78006089849e+12,"Isabel Allende, Margaret Sayers Peden",2000.0,Retrato en sepia,Portrait in Sepia,,3.93,21649,25203,1123,177,1041,6207,10819,6959,https://images.gr-assets.com/books/1379900929m/85987.jpg,https://images.gr-assets.com/books/1379900929s/85987.jpg
4109,18301124,27237358,25789248,39,,9.78130167387e+12,Amy Harmon,2013.0,Making Faces,Making Faces,eng,4.36,25941,42130,6337,607,1256,4663,11327,24277,https://images.gr-assets.com/books/1378983590m/18301124.jpg,https://images.gr-assets.com/books/1378983590s/18301124.jpg
4110,288644,288644,1121318,142,739467042,9.78073946705e+12,Vikas Swarup,2005.0,Q & A: Slumdog Millionaire,Q & A,eng,3.98,13986,25955,2541,384,1224,5351,10638,8358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4111,29430013,29430013,48321130,27,670026336,9.78067002633e+12,Tana French,2016.0,,The Trespasser (Dublin Murder Squad #6),eng,3.98,18805,29204,3688,298,1184,5995,13140,8587,https://images.gr-assets.com/books/1462998307m/29430013.jpg,https://images.gr-assets.com/books/1462998307s/29430013.jpg
4112,789344,789344,1998683,38,553157248,9.78055315725e+12,Donald J. Sobol,1963.0,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)","Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",eng,4.03,30283,31891,582,521,1238,7284,10496,12352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4113,138685,138685,133702,72,330411969,9.78033041197e+12,C.J. Sansom,2003.0,Dissolution,"Dissolution (Matthew Shardlake, #1)",eng,4.08,22863,27657,1973,313,1012,5029,11227,10076,https://images.gr-assets.com/books/1329914905m/138685.jpg,https://images.gr-assets.com/books/1329914905s/138685.jpg
4114,890143,890143,541421,25,689872992,9.78068987299e+12,Lisi Harrison,2004.0,"The Clique (The Clique, #1)","The Clique (The Clique, #1)",en-GB,3.6,27783,28457,2359,1725,3465,7748,7084,8435,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4115,17910054,17910054,25095506,51,805092994,9.780805093e+12,Elizabeth Kolbert,2014.0,The Sixth Extinction: An Unnatural History,The Sixth Extinction: An Unnatural History,eng,4.09,21113,24757,3053,488,837,3914,10137,9381,https://images.gr-assets.com/books/1372677697m/17910054.jpg,https://images.gr-assets.com/books/1372677697s/17910054.jpg
4116,13325079,13325079,18531984,43,60885599,9.7800608856e+12,Ben Fountain,2012.0,Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,eng,3.81,20778,24324,3185,667,1788,5615,9612,6642,https://images.gr-assets.com/books/1336052759m/13325079.jpg,https://images.gr-assets.com/books/1336052759s/13325079.jpg
4117,99315,99315,95744,42,1594481717,9.78159448171e+12,Daniel H. Pink,2004.0,A Whole New Mind: Why Right-Brainers Will Rule the Future,A Whole New Mind: Why Right-Brainers Will Rule the Future,eng,3.95,20852,21946,1680,436,1232,4725,8076,7477,https://images.gr-assets.com/books/1309284710m/99315.jpg,https://images.gr-assets.com/books/1309284710s/99315.jpg
4118,77160,77160,161332,91,1573223328,9.78157322332e+12,Lian Hearn,2002.0,Across the Nightingale Floor ,"Across the Nightingale Floor (Tales of the Otori, #1)",eng,4.06,23597,28539,1649,302,1172,5407,11424,10234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4119,2094,2094,16552333,89,553804367,9.78055380436e+12,"Stephen Hawking, Leonard Mlodinow",2005.0,A Briefer History of Time,A Briefer History of Time,eng,4.19,19838,22637,888,228,574,3555,8647,9633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4120,117047,117047,112713,66,141026162,9.78014102617e+12,Richard Dawkins,1986.0,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,eng,4.08,21141,23415,736,509,772,3960,9218,8956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4121,59822,59822,1820060,73,749932988,9.78074993298e+12,Nora Roberts,2002.0,"Face the Fire (Three Sisters Island, #3)","Face the Fire (Three Sisters Island, #3)",eng,4.15,27206,30556,691,169,983,5868,10760,12776,https://images.gr-assets.com/books/1330175555m/59822.jpg,https://images.gr-assets.com/books/1330175555s/59822.jpg
4122,17834834,17834834,13122191,17,1250046394,9.78125004639e+12,Ronald H. Balson,2010.0,Once We Were Brothers,Once We Were Brothers,en-GB,4.28,13856,23169,2563,277,764,2888,7402,11838,https://images.gr-assets.com/books/1376835596m/17834834.jpg,https://images.gr-assets.com/books/1376835596s/17834834.jpg
4123,27401883,27401883,46189043,9,,,"Emily Bleeker, Dan John Miller",2016.0,When I'm Gone,When I'm Gone,eng,3.94,33348,34469,1876,1087,1901,7223,11925,12333,https://images.gr-assets.com/books/1465938298m/27401883.jpg,https://images.gr-assets.com/books/1465938298s/27401883.jpg
4124,16435,16435,4536957,55,553588249,9.78055358825e+12,Dean Koontz,2004.0,Life Expectancy,Life Expectancy,eng,3.98,24584,26398,1578,299,1208,6179,9754,8958,https://images.gr-assets.com/books/1308458308m/16435.jpg,https://images.gr-assets.com/books/1308458308s/16435.jpg
4125,2866413,2866413,2529437,18,1423110706,9.7814231107e+12,Cinda Williams Chima,2008.0,The Dragon Heir,"The Dragon Heir (The Heir Chronicles, #3)",eng,4.14,28845,29869,1067,335,1034,5354,10414,12732,https://images.gr-assets.com/books/1304657191m/2866413.jpg,https://images.gr-assets.com/books/1304657191s/2866413.jpg
4126,7171876,7171876,6738352,11,1416950095,9.7814169501e+12,Ellen Hopkins,2010.0,"Fallout (Crank, #3)","Fallout (Crank, #3)",eng,4.29,25592,26362,1448,187,882,3920,7580,13793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4127,123598,123598,1454722,101,425175405,9.78042517541e+12,Patricia Cornwell,1999.0,Black Notice,"Black Notice (Kay Scarpetta, #10)",en-US,3.85,27472,29549,559,357,1721,8237,10920,8314,https://images.gr-assets.com/books/1388461944m/123598.jpg,https://images.gr-assets.com/books/1388461944s/123598.jpg
4128,28449257,28449257,47261413,13,316393878,9.78031639387e+12,Emma Donoghue,2016.0,The Wonder,The Wonder,eng,3.65,26981,32092,4614,641,2569,9823,13277,5782,https://images.gr-assets.com/books/1463229441m/28449257.jpg,https://images.gr-assets.com/books/1463229441s/28449257.jpg
4129,111218,111218,910444,33,345494857,9.78034549486e+12,Alison Weir,2006.0, Innocent Traitor,Innocent Traitor,eng,3.94,24976,26722,1589,384,1178,6171,10806,8183,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4130,4656,4656,1137643,81,345463153,9.78034546316e+12,John Irving,2001.0,The Fourth Hand,The Fourth Hand,eng,3.3,23277,24814,968,895,3524,10307,7541,2547,https://images.gr-assets.com/books/1375776688m/4656.jpg,https://images.gr-assets.com/books/1375776688s/4656.jpg
4131,425123,425123,1234238,77,380730359,9.78038073035e+12,Dennis Lehane,1998.0,"Gone, Baby, Gone","Gone, Baby, Gone (Kenzie & Gennaro, #4)",eng,4.14,23899,27150,1478,153,585,4333,12355,9724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4132,8957,8957,11852,66,,9.78031690573e+12,Darren Shan,2000.0,"Tunnels of Blood (Cirque du Freak, #3) ","Tunnels of Blood (Cirque Du Freak, #3)",,4.14,26287,28733,843,169,1028,5687,9497,12352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4133,217436,217436,210517,46,345471172,9.78034547118e+12,Kristin Hannah,1999.0,On Mystic Lake,On Mystic Lake,eng,3.95,23050,25050,1413,223,997,6147,10205,7478,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4134,78131,78131,75453,39,553581554,9.78055358155e+12,Iris Johansen,1999.0,The Killing Game,"The Killing Game (Eve Duncan, #2)",eng,4.18,24790,25473,408,126,541,4577,9698,10531,https://images.gr-assets.com/books/1314902885m/78131.jpg,https://images.gr-assets.com/books/1314902885s/78131.jpg
4135,15768409,15768409,21474467,18,1442484233,9.78144248424e+12,Michelle Hodkin,2014.0,The Retribution of Mara Dyer,"The Retribution of Mara Dyer (Mara Dyer, #3)",eng,4.14,35910,38229,5714,570,1973,6560,11567,17559,https://images.gr-assets.com/books/1417969205m/15768409.jpg,https://images.gr-assets.com/books/1417969205s/15768409.jpg
4136,3882,3882,7606,5,1400082544,9.78140008254e+12,Rachael Ray,2005.0,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,,3.68,21573,21631,146,1297,2045,5728,5694,6867,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4137,2145681,2145681,2216670,31,312342020,9.78031234203e+12,Augusten Burroughs,2008.0,A Wolf at the Table,A Wolf at the Table,eng,3.7,22175,23524,1876,672,2072,6735,8114,5931,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4138,40290,40290,2771466,52,076534775X,9.78076534776e+12,Orson Scott Card,1987.0,Alvin Maker: Seventh Son,"Seventh Son (Tales of Alvin Maker, #1)",eng,3.86,26621,29331,1283,520,1857,7213,11405,8336,https://images.gr-assets.com/books/1327295457m/40290.jpg,https://images.gr-assets.com/books/1327295457s/40290.jpg
4139,16697,16697,243634,42,60790598,9.78006079059e+12,Michael Chabon,1988.0,The Mysteries of Pittsburgh,The Mysteries of Pittsburgh,eng,3.63,19778,22220,1661,395,1952,7277,8515,4081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4140,146274,146274,141162,26,60518502,9.78006051851e+12,James L. Swanson,2006.0,Manhunt: The 12-Day Chase for Lincoln's Killer,Manhunt: The 12-Day Chase for Lincoln's Killer,en-US,4.12,21927,23262,1993,206,721,3898,9610,8827,https://images.gr-assets.com/books/1344193262m/146274.jpg,https://images.gr-assets.com/books/1344193262s/146274.jpg
